timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-05-17T02:27:44,TFM_f5_m03_boosting,6099328f-2d1d-4df0-8eca-0e35e7898ae7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,287.8829075000249,8.802555907562816e-06,3.0576861905433045e-08,8.971171484878429,0.0,20.0,0.0006929758196415,0.0,0.0015426762483331,0.0022356520679746,0.0,Canada,CAN,quebec,Windows-10-10.0.26200-SP0,3.11.14,3.2.3,22,Intel(R) Core(TM) Ultra 7 155H,-71.2,46.8,31.67711639404297,machine,5.371532846715329,0,52.5937956204379,16.659707229502878,N,1.0,0.0,,
2026-05-18T13:31:25,TFM_f5_m03_boosting,8ca23da2-6d52-4112-9870-84d24ce31b58,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,264.6408143000008,0.00046485027816666824,1.7565328288315612e-06,17.796575730566115,0.0,20.0,0.001251167300041536,0.0,0.0014196185555555225,0.0026707858555970595,0.0,Spain,ESP,valencia,Windows-10-10.0.26200-SP0,3.11.14,3.2.3,22,Intel(R) Core(TM) Ultra 7 155H,-0.3771,39.4676,31.67711639404297,machine,20.442307692307697,0,53.68961538461537,17.006663630558894,N,1.0,0.0,,
